prod_id,vietnamese_name,pos_button_name_now,english_description,source,price_vnd,on_till
1266,RAU CỦ XÀO THẬP CẨM,RAU CỦ XÀO THẬP CẨM / Sautéed mixed vegetables,Sautéed mixed vegetables with oyster sauce.,deck,95000,yes
1386,NGÓ SEN TƯƠI HỒ LĂK XÀO,NGÓ SEN TƯƠI HỒ LĂK XÀO / Sautéed fresh Lak lake lotus roots,Sautéed fresh Lak lake lotus roots with garlic. Seasonal.,deck-variant,105000,yes
1276,ĐỌT BÍ XÀO,ĐỌT BÍ XÀO / Sautéed pumpkin shoots with garlic,Sautéed pumpkin shoots with garlic.,deck,95000,yes
1268,RAU RỪNG LUỘC KHO QUẸT,RAU RỪNG LUỘC KHO QUẸT / Steamed wild vegetables with caramelised dip,Steamed wild forest vegetables with Lak caramelised dipping sauce.,deck,115000,yes
1385,RAU CỦ LUỘC KHO QUẸT,RAU CỦ LUỘC KHO QUẸT / Steamed vegetables with caramelised dip,Steamed mixed vegetables with Lak caramelised dipping sauce.,deck-variant,135000,yes
1383,ĐẬU COVE XÀO/ LUỘC,"ĐẬU COVE XÀO/ LUỘC / Green beans, sautéed or steamed","Cove beans, sautéed with garlic or steamed with caramelised dip.",deck-variant,95000,yes
1384,ĐẬU RỒNG XÀO/ LUỘC,"ĐẬU RỒNG XÀO/ LUỘC / Dragon beans, sautéed or steamed","Dragon beans, sautéed with garlic or steamed with caramelised dip.",deck-variant,95000,yes
1387,MĂNG XÀO LÁ QUẾ,MĂNG XÀO LÁ QUẾ / Stir-fried bamboo shoots with basil,Stir-fried bamboo shoots with basil leaf.,inferred,105000,yes
1257,CÁ RÔ PHI CHIÊN GIÒN CHẤM MẮM XOÀI,CÁ RÔ PHI CHIÊN GIÒN CHẤM MẮM XOÀI / Crispy tilapia with green mango fish sauce,"Crispy tilapia, fresh from the lake, served with green mango and fish sauce.",deck,165000,yes
1382,CÁ DIÊU HỒNG SỐT CHANH DÂY,CÁ DIÊU HỒNG SỐT CHANH DÂY / Red tilapia with passion fruit sauce,Red tilapia fillet with passion fruit sauce.,deck,165000,yes
1255,CÁ DIÊU HỒNG NƯỚNG GIẤY BẠC,CÁ DIÊU HỒNG NƯỚNG GIẤY BẠC / Red tilapia baked in foil,Red tilapia fillet baked in foil.,deck,165000,yes
1252,TÉP HỒ LAK RAM VỚI KHẾ/ RAM MẶN,TÉP HỒ LAK RAM VỚI KHẾ/ RAM MẶN / Lak lake shrimp with star fruit,Stir-fried Lak lake shrimp with star fruit.,deck,185000,yes
1226,CHẢ CÁ HỒ LĂK,CHẢ CÁ HỒ LĂK / Lak lake fishcake,Deep-fried Lak lake fishcake with local herbs and chilli sauce.,deck,195000,yes
1224,BÒ NƯỚNG LÁ LỐT,BÒ NƯỚNG LÁ LỐT / Grilled beef in betel leaf,Grilled beef wrapped in wild betel leaf.,deck,165000,yes
1258,HEO NƯỚNG ỐNG TRE ĂN KÈM CƠM LAM,HEO NƯỚNG ỐNG TRE ĂN KÈM CƠM LAM / Charcoal pork in bamboo with sticky rice,"Charcoal pork served in bamboo, with bamboo sticky rice.",deck,195000,yes
1260,CÁ LĂNG ƯỚP NGHỆ NƯỚNG LÁ CHUỐI,CÁ LĂNG ƯỚP NGHỆ NƯỚNG LÁ CHUỐI / Turmeric catfish grilled in banana leaf,"Hemibagrus catfish fillet marinated with turmeric, grilled in banana leaf.",deck,215000,yes
1259,SƯỜN NƯỚNG BBQ CƠM LAM,SƯỜN NƯỚNG BBQ CƠM LAM / BBQ pork ribs with bamboo sticky rice,"Pork ribs with home-made BBQ sauce, served with bamboo sticky rice.",deck,215000,yes
1253,GÀ ĐỒNG BÀO NƯỚNG DÙNG KÈM CƠM LAM,GÀ ĐỒNG BÀO NƯỚNG DÙNG KÈM CƠM LAM / M'Nong charcoal chicken with sticky rice,"Half a chicken, M'Nong style over charcoal, served with bamboo sticky rice.",deck,275000,yes
1262,VỊT QUAY HỒ LAK SỐT TIÊU ĐEN VÀ MẬT ONG,VỊT QUAY HỒ LAK SỐT TIÊU ĐEN VÀ MẬT ONG / Roast duck with black pepper & honey,"Duck roasted over hot coals, Lak style, with black pepper and honey sauce.",deck,395000,yes
1225,GÀ NƯỚNG LÁ CHANH,GÀ NƯỚNG LÁ CHANH / Grilled chicken with lemon leaf,Half a chicken grilled with lemon leaf.,deck-variant,275000,yes
1263,GÀ CUỘN SẢ NƯỚNG SỐT CAY/ GÀ RAM GỪNG/ GÀ CHIÊN NƯỚC MẮM/ HẤP LÁ CHANH,"GÀ CUỘN SẢ NƯỚNG SỐT CAY/ GÀ RAM GỪNG/ GÀ CHIÊN NƯỚC MẮM/ HẤP LÁ CHANH / Half chicken, four ways","Half a chicken: grilled lemongrass roll with chilli sauce, braised with ginger, fried with fish sauce, or steamed with lemon leaf.",deck-variant,275000,yes
1261,CÁ LĂNG KHO TỘ,CÁ LĂNG KHO TỘ / Caramelised Hemibagrus catfish,Caramelised Lak Hemibagrus catfish in claypot.,deck,215000,yes
1250,CÁ BỐNG KHO TIÊU/ CHIÊN GIÒN,"CÁ BỐNG KHO TIÊU/ CHIÊN GIÒN / Gobies, caramelised or crispy fried","Gobies caramelised with black pepper, or deep-fried crisp.",deck-variant,195000,yes
1324,CÁ BÔNG LAU KHO TỘ,CÁ BÔNG LAU KHO TỘ / Caramelised catfish in claypot,Caramelised catfish in claypot.,deck,165000,yes
1256,TÔM KHO TỘ,TÔM KHO TỘ / Caramelised shrimp with black pepper,Caramelised shrimp with black pepper.,deck,195000,yes
1251,THỊT HEO KHO TỘ,THỊT HEO KHO TỘ / Caramelised pork belly,Caramelised pork belly in claypot.,deck,165000,yes
1264,HEO XÀO LĂN,HEO XÀO LĂN / Stir-fried local pork with lemongrass,Stir-fried local pork with lemongrass.,deck,185000,yes
1395,TRỨNG VỊT HỒ LAK CHIÊN,TRỨNG VỊT HỒ LAK CHIÊN / Fried duck egg with onion,Lak lake duck egg fried with onion.,deck,45000,yes
1265,TRỨNG VỊT HỒ LAK CHIÊN THỊT BẰM,TRỨNG VỊT HỒ LAK CHIÊN THỊT BẰM / Fried duck egg with minced pork,Lak lake duck egg fried with minced pork.,deck,65000,yes
1381,VỊT NẤU CHAO,VỊT NẤU CHAO / Duck in fermented tofu hotpot,Duck simmered with fermented soya cheese and taro.,inferred,385000,yes
1220,CƠM TRẮNG,CƠM TRẮNG / Steamed rice,Steamed white rice.,deck,30000,yes
1323,CƠM LAM,CƠM LAM / Sticky rice in bamboo,Sticky rice cooked in a bamboo tube.,deck,30000,yes
1280,MIẾN XÀO NỒI ĐẤT,MIẾN XÀO NỒI ĐẤT / Claypot stir-fried vermicelli,Stir-fried glass vermicelli served in a claypot.,inferred,155000,yes
1325,MIẾN XÀO THỊT BÒ,MIẾN XÀO THỊT BÒ / Stir-fried vermicelli with beef,Stir-fried glass vermicelli with beef and vegetables.,deck-variant,155000,yes
1328,MIẾN XÀO THỊT GÀ,MIẾN XÀO THỊT GÀ / Stir-fried vermicelli with chicken,Stir-fried glass vermicelli with chicken and vegetables.,deck-variant,155000,yes
1326,MIẾN XÀO HẢI SẢN,MIẾN XÀO HẢI SẢN / Stir-fried vermicelli with seafood,Stir-fried glass vermicelli with seafood and vegetables.,deck-variant,155000,yes
1327,MIẾN XÀO RAU CỦ,MIẾN XÀO RAU CỦ / Stir-fried vermicelli with vegetables,Stir-fried glass vermicelli with vegetables.,deck-variant,135000,yes
1279,MÌ XÀO BÒ,MÌ XÀO BÒ / Stir-fried egg noodles with beef,Stir-fried egg noodles with beef and vegetables.,deck,155000,yes
1330,MÌ XÀO THỊT HEO,MÌ XÀO THỊT HEO / Stir-fried egg noodles with pork,Stir-fried egg noodles with pork and vegetables.,deck-variant,155000,yes
1329,MÌ XÀO THỊT GÀ,MÌ XÀO THỊT GÀ / Stir-fried egg noodles with chicken,Stir-fried egg noodles with chicken and vegetables.,deck-variant,155000,yes
1331,MÌ XÀO HẢI SẢN,MÌ XÀO HẢI SẢN / Stir-fried egg noodles with seafood,Stir-fried egg noodles with seafood and vegetables.,deck-variant,155000,yes
1284,MÌ XÀO RAU CỦ,MÌ XÀO RAU CỦ / Stir-fried egg noodles with vegetables,Stir-fried egg noodles with vegetables.,deck,135000,yes
1282,CƠM CHIÊN HẢI SẢN HẠT SEN,CƠM CHIÊN HẢI SẢN HẠT SEN / Seafood fried rice with lotus seeds,Seafood fried rice with lotus seeds.,deck,155000,yes
1388,CƠM CHIÊN GÀ XÉ HẠT SEN,CƠM CHIÊN GÀ XÉ HẠT SEN / Shredded chicken fried rice with lotus seeds,Shredded chicken fried rice with lotus seeds.,deck-variant,155000,yes
1333,CƠM CHIÊN THỊT HEO,CƠM CHIÊN THỊT HEO / Pork fried rice with lotus seeds,Pork fried rice with lotus seeds.,deck-variant,155000,yes
1332,CƠM CHIÊN THỊT BÒ,CƠM CHIÊN THỊT BÒ / Beef fried rice with lotus seeds,Beef fried rice with lotus seeds.,deck-variant,155000,yes
1283,CƠM CHIÊN RAU CỦ HẠT SEN,CƠM CHIÊN RAU CỦ HẠT SEN / Vegetable fried rice with lotus seeds,Vegetable fried rice with lotus seeds.,deck,135000,yes
1285,MÌ Ý SỐT CÀ CHUA,MÌ Ý SỐT CÀ CHUA / Pomodoro spaghetti,Spaghetti in tomato sauce.,deck,135000,yes
1286,MÌ Ý SỐT BÒ BẰM,MÌ Ý SỐT BÒ BẰM / Spaghetti bolognaise,Spaghetti bolognaise.,deck,155000,yes
1389,BÒ LÚC LẮC KHOAI TÂY CHIÊN,BÒ LÚC LẮC KHOAI TÂY CHIÊN / Wok-fried beef cubes with french fries,Wok-fried beef cubes served with french fries.,deck,245000,yes
1392,CLUB SANDWICH GÀ,CLUB SANDWICH GÀ / Club sandwich with chicken,Life club sandwich with chicken.,deck,245000,yes
1449,MÌ TÔM NẤU THỊT BÒ,MÌ TÔM NẤU THỊT BÒ / Instant noodle soup with beef,Instant noodles in broth with beef.,inferred,75000,yes
1216,CANH CHUA CHAY,CANH CHUA CHAY / Vegetarian sour soup,"Sour soup with tofu, tomato, pineapple, okra and bean sprouts.",deck,135000,yes
1217,CANH BÍ ĐỎ ĐẬU PHỘNG,CANH BÍ ĐỎ ĐẬU PHỘNG / Pumpkin soup with peanut,Pumpkin soup with peanut.,deck,135000,yes
1218,CANH LAGIM,CANH LAGIM / Mixed vegetable soup,"Soup of pumpkin, carrot, potato and squash.",deck,135000,yes
1239,CANH CẢI THỊT BẰM,CANH CẢI THỊT BẰM / Mustard leaf soup with ground pork,Mustard leaf soup with ground pork.,deck,135000,yes
1371,CANH BÍ ĐAO NẤU THỊT BẰM,CANH BÍ ĐAO NẤU THỊT BẰM / Winter melon soup with ground pork,Winter melon soup with ground pork.,deck-variant,155000,yes
1393,CANH KHỔ QUA NHỒI THỊT,CANH KHỔ QUA NHỒI THỊT / Bitter melon soup stuffed with pork,"Bitter melon stuffed with pork, in clear soup.",deck,155000,yes
1240,CANH GÀ LÁ GIANG,CANH GÀ LÁ GIANG / Chicken soup with sour-sop creeper leaf,Chicken soup with sour-sop creeper leaf.,deck,185000,yes
1242,CANH CHUA CÁ BÔNG LAU,CANH CHUA CÁ BÔNG LAU / Sweet and sour catfish soup,Sweet and sour Vietnamese catfish soup.,deck,165000,yes
1249,CANH CÀ ĐẮNG CÁ CƠM,CANH CÀ ĐẮNG CÁ CƠM / Wild eggplant soup with anchovies,Wild eggplant soup with anchovies.,deck,135000,yes
1234,CANH CUA TẬP TÀNG,CANH CUA TẬP TÀNG / Garden vegetable soup with field crab,Mixed garden vegetable soup with ground field crab.,deck,135000,yes
1233,CANH TÔM TẬP TÀNG,CANH TÔM TẬP TÀNG / Garden vegetable soup with shrimp,Mixed garden vegetable soup with ground shrimp.,deck,135000,yes
1368,CANH SƯỜN HEO NẤU ĐU ĐỦ,CANH SƯỜN HEO NẤU ĐU ĐỦ / Papaya soup with pork ribs,Green papaya soup with pork ribs.,deck,165000,yes
1369,CANH SƯỜN HEO NẤU MĂNG,CANH SƯỜN HEO NẤU MĂNG / Bamboo shoot soup with pork ribs,Young bamboo shoot soup with pork ribs. Seasonal.,deck,165000,yes
1379,CANH CHẢ CÁ THÁC LÁC NẤU MĂNG,CANH CHẢ CÁ THÁC LÁC NẤU MĂNG / Sour bamboo shoot soup with fishcake,Sour soup of wild bamboo shoot with featherback fishcake.,deck-variant,155000,yes
1380,CANH CHẢ CÁ NẤU MƯỚP ĐẮNG,CANH CHẢ CÁ NẤU MƯỚP ĐẮNG / Wild bitter melon soup with fishcake,Wild bitter melon soup with featherback fishcake.,deck-variant,155000,yes
1241,CANH CHUA CÁ LĂNG,CANH CHUA CÁ LĂNG / Sweet and sour Hemibagrus catfish soup,Sweet and sour Hemibagrus catfish soup.,deck,195000,yes
1321,LẨU NẤU CHAO,LẨU NẤU CHAO / Fermented tofu hotpot,"Mixed vegetables with tofu, taro and fermented soya cheese.",deck,375000,yes
1370,LẨU CHAY THẬP CẨM,LẨU CHAY THẬP CẨM / Mixed vegetarian hotpot,"Hotpot of mixed vegetables, tofu and mushrooms.",inferred,375000,yes
1245,LẨU CÁ LĂNG ĐỒNG NẤU MĂNG CHUA,LẨU CÁ LĂNG ĐỒNG NẤU MĂNG CHUA / Sour catfish & bamboo shoot hotpot,Sweet and sour Vietnamese hotpot with catfish and bamboo shoot.,deck,375000,yes
1378,LẨU CÁ THÁC LÁC NẤU MƯỚP ĐẮNG,LẨU CÁ THÁC LÁC NẤU MƯỚP ĐẮNG / Featherback fishcake & bitter melon hotpot,Wild bitter melon hotpot with featherback fishcake.,deck-variant,375000,yes
1247,LẨU GÀ LÁ GIANG/ LÁ É,LẨU GÀ LÁ GIANG/ LÁ É / Chicken hotpot with sour leaf or basil,Braised chicken and hot chilli hotpot with sour-sop creeper or basil leaf.,deck-variant,375000,yes
1295,CHÈ CHUỐI,CHÈ CHUỐI / Banana sweet custard,Banana sweet custard.,deck,35000,yes
1296,CHÈ HẠT SEN LONG NHÃN,CHÈ HẠT SEN LONG NHÃN / Lotus seed & longan sweet custard,Lotus seed and longan sweet custard.,deck-variant,35000,yes
1298,TRÁI CÂY THEO MÙA,TRÁI CÂY THEO MÙA / Seasonal fruit platter,Seasonal fruit platter.,deck,75000,yes
1297,BÁNH CHUỐI NƯỚNG DÙNG KÈM KEM VANILLA,BÁNH CHUỐI NƯỚNG DÙNG KÈM KEM VANILLA / Baked banana cake with vanilla ice cream,Baked banana cake served with vanilla ice cream.,deck,75000,yes
1448,BÁNH CHUỐI NƯỚNG,BÁNH CHUỐI NƯỚNG / Baked banana cake,Baked banana cake.,deck-variant,35000,yes
1394,KEM SÔ CÔ LA,KEM SÔ CÔ LA / Chocolate ice cream,Chocolate ice cream.,deck,65000,yes
1293,KEM VANI,KEM VANI / Vanilla ice cream,Vanilla ice cream.,deck,65000,yes
1390,TEMPURA CỦ QUẢ,TEMPURA CỦ QUẢ / Vegetable tempura,"Tempura of eggplant, onion, carrot and okra.",deck,115000,yes
1391,BÁNH TÔM HỒ CHIÊN KHOAI LANG,BÁNH TÔM HỒ CHIÊN KHOAI LANG / Lak lake shrimp & sweet potato fritters,Lak lake shrimp fried with sweet potato.,deck-variant,185000,yes
1334,KHOAI LANG CHIÊN,KHOAI LANG CHIÊN / Sweet potato fries,Sweet potato fries.,deck,60000,yes
1335,KHOAI TÂY CHIÊN,KHOAI TÂY CHIÊN / French fries,French fries.,deck,60000,yes
1337,COMBO SET LUNCH 01 245000,"COMBO SET LUNCH 01 245000 / Set Menu 1 (245,000 per person)",Banana flower salad with chicken; Lak lake shrimp with star fruit; sautéed bep leaves with garlic; chicken soup with sour-sop creeper leaf; steamed rice; lotus seed and longan sweet custard. Minimum 2 guests.,combo,245000,yes
1338,COMBO SET LUNCH 02 245000,"COMBO SET LUNCH 02 245000 / Set Menu 2 (245,000 per person)",Green papaya salad with pork & shrimp; stir-fried local pork with lemongrass; fried duck egg with minced pork; wild eggplant soup with anchovies; steamed rice; banana sweet custard. Minimum 2 guests.,combo,245000,yes
1339,COMBO SET DINNER 01 295000,"COMBO SET DINNER 01 295000 / Set Menu 3 (295,000 per person)",Wild eggplant salad with dried anchovy; grilled beef in betel leaf; crispy tilapia with green mango fish sauce; sautéed wild vegetables with garlic; garden vegetable soup with shrimp; steamed rice; lotus seed and longan sweet custard. Minimum 2 guests.,combo,295000,yes
1340,COMBO SET DINNER 02 295000,"COMBO SET DINNER 02 295000 / Set Menu 4 (295,000 per person)",Morning glory salad with Lak lake shrimp; Lak lake fishcake; caramelised pork belly; steamed wild vegetables with caramelised dip; garden vegetable soup with field crab; steamed rice; banana sweet custard. Minimum 2 guests.,combo,295000,yes
1341,COMBO SET DINNER 01 375000,"COMBO SET DINNER 01 375000 / Set Menu 5 (375,000 per person)",Wild eggplant salad with dried anchovy; M'Nong charcoal chicken with bamboo sticky rice; caramelised gobies with black pepper; steamed wild vegetables with caramelised dip; sour bamboo shoot soup with featherback fishcake; steamed rice; lotus seed and longan sweet custard. Minimum 2 guests.,combo,375000,yes
1342,COMBO SET DINNER 02 375000,"COMBO SET DINNER 02 375000 / Set Menu 6 (375,000 per person)",Morning glory salad with Lak lake shrimp; charcoal pork in bamboo with sticky rice; chicken hotpot with sour-sop creeper leaf; banana sweet custard. Minimum 2 guests.,combo,375000,yes
1343,COMBO SET DINNER 01 455000,"COMBO SET DINNER 01 455000 / Set Menu 7 (455,000 per person)",Y Lak appetiser platter; M'Nong charcoal chicken with bamboo sticky rice; sour catfish and bamboo shoot hotpot; fruit yogurt. Minimum 2 guests.,combo,455000,yes
1344,COMBO SET DINNER 02 455000,"COMBO SET DINNER 02 455000 / Set Menu 8 (455,000 per person)",Y Lak appetiser platter; roast duck with black pepper and honey; wild bitter melon hotpot with featherback fishcake; seasonal fruit platter. Minimum 2 guests.,combo,455000,yes
1345,COMBO SET MENU 01 195000,"COMBO SET MENU 01 195000 / Set Menu 1 (195,000 per person)",Lettuce rolls and corn fritters; vegetarian spring rolls; caramelised eggplant in claypot; sautéed mixed vegetables with oyster sauce; pumpkin soup with peanut; lotus seed and longan sweet custard. Minimum 2 guests.,combo,195000,yes
1346,COMBO SET MENU 02 195000,"COMBO SET MENU 02 195000 / Set Menu 2 (195,000 per person)",Morning glory salad with Lak lake shrimp; caramelised mushrooms in claypot; charcoal eggplant with spring onion oil; sautéed green beans with garlic; vegetarian sour soup; banana sweet custard. Minimum 2 guests.,combo,195000,yes
1347,COMBO SET MENU 01 255000,"COMBO SET MENU 01 255000 / Vegetarian Set Menu 3 (255,000 per person)",Young jackfruit salad; fried tofu with lemongrass; caramelised mushrooms in claypot. Minimum 2 guests.,combo,255000,yes
1348,COMBO SET MENU 02 255000,"COMBO SET MENU 02 255000 / Vegetarian Set Menu 4 (255,000 per person)",Vegetarian appetiser platter; mixed vegetarian hotpot. Minimum 2 guests.,combo,255000,yes
,CANH CÁ THÁC LÁC MĂNG CHUA,CANH CÁ THÁC LÁC MĂNG CHUA / Sour bamboo shoot soup with fishcake,Sour soup of wild bamboo shoot with featherback fishcake.,deck-variant,,combo course only
,LẨU CÁ THÁC LÁC MƯỚP ĐẮNG RỪNG,LẨU CÁ THÁC LÁC MƯỚP ĐẮNG RỪNG / Featherback fishcake & wild bitter melon hotpot,Wild bitter melon hotpot with featherback fishcake.,deck-variant,,combo course only
,ĐẬU COVE XÀO TỎI,ĐẬU COVE XÀO TỎI / Sautéed green beans with garlic,Cove beans sautéed with garlic.,deck-variant,,combo course only
,SỮA CHUA,SỮA CHUA / Fruit yogurt,Yogurt with seasonal fruit.,deck-variant,,combo course only
1349,BUFFET / PAX (CHƯA CÓ GIÁ),BUFFET / PAX (CHƯA CÓ GIÁ) / Buffet per person (price to be confirmed),"Buffet, charged per person. Price not yet set.",inferred,0,yes
1367,KHÁCH THAM QUAN,KHÁCH THAM QUAN / Day visitor charge,Entrance charge for a day visitor.,inferred,25000,yes
1397,CÀ PHÊ ĐEN,CÀ PHÊ ĐEN / Vietnamese black coffee,Vietnamese drip black coffee.,inferred,35000,yes
1398,CÀ PHÊ SỮA,CÀ PHÊ SỮA / Vietnamese coffee with condensed milk,Vietnamese drip coffee with condensed milk.,inferred,45000,yes
1301,CACAO SỮA,CACAO SỮA / Cocoa with milk,Hot cocoa made with milk.,inferred,45000,yes
1312,TRÀ XANH,TRÀ XANH / Green tea,Pot of green tea.,inferred,25000,yes
1450,TRÀ ĐÁ,TRÀ ĐÁ / Iced tea,Glass of iced tea.,inferred,10000,yes
1399,TRÀ SẢ GỪNG MẬT ONG,"TRÀ SẢ GỪNG MẬT ONG / Lemongrass, ginger & honey tea","Hot tea of lemongrass, ginger and honey.",inferred,25000,yes
1430,NƯỚC SUỐI,NƯỚC SUỐI / Still water,Bottled still water.,inferred,15000,yes
1429,"NƯỚC SUỐI 1,5LIT","NƯỚC SUỐI 1,5LIT / Still water 1.5 L","Bottled still water, 1.5 litre.",inferred,25000,yes
1431,NƯỚC SODA,NƯỚC SODA / Soda water,Soda water.,inferred,25000,yes
1432,NƯỚC TONIC,NƯỚC TONIC / Tonic water,Tonic water.,inferred,25000,yes
1425,PEPSI,PEPSI  (name unchanged - already English),Pepsi cola.,inferred,25000,yes
1426,PEPSI ZERO,PEPSI ZERO  (name unchanged - already English),"Pepsi Zero, sugar free.",inferred,25000,yes
1427,MIRINDA,MIRINDA  (name unchanged - already English),Mirinda orange soft drink.,inferred,25000,yes
1428,7UP,7UP  (name unchanged - already English),7Up lemon-lime soft drink.,inferred,25000,yes
1401,NƯỚC CAM,NƯỚC CAM / Fresh orange juice,Freshly squeezed orange juice.,inferred,55000,yes
1400,NƯỚC CHANH,NƯỚC CHANH / Fresh lime juice,Freshly squeezed lime juice.,inferred,35000,yes
1402,NƯỚC THƠM,NƯỚC THƠM / Pineapple juice,Freshly pressed pineapple juice.,inferred,55000,yes
1403,NƯỚC DƯA HẤU,NƯỚC DƯA HẤU / Watermelon juice,Freshly pressed watermelon juice.,inferred,55000,yes
1404,NƯỚC CÀ RỐT,NƯỚC CÀ RỐT / Carrot juice,Freshly pressed carrot juice.,inferred,55000,yes
1405,NƯỚC CHANH DÂY,NƯỚC CHANH DÂY / Passion fruit juice,Fresh passion fruit juice.,inferred,55000,yes
